,owner,repo,path
4777,tektoncd,operator,cmd/kubernetes/operator/kodata/webhook/webhook.yaml
4778,tektoncd,operator,cmd/kubernetes/operator/kodata/webhook/webhook.yaml
4779,telekom,pubsub-horizon-helm-charts,horizon-galaxy/templates/hpa.yaml
4780,teletrace,helm-charts,charts/teletrace/templates/hpa.yaml
4785,tencentmusic,cube-studio,install/kubernetes/istio/istio-gateway.yaml
4786,tengqm,kab,kubernetes/1.32/ops/listAutoscalingV1NamespacedHorizontalPodAutoscaler.yaml
4787,tengqm,kab,kubernetes/1.32/ops/patchAutoscalingV2NamespacedHorizontalPodAutoscaler.yaml
4788,tengqm,kab,kubernetes/1.28cn/ops/readAutoscalingV1NamespacedHorizontalPodAutoscaler.yaml
4789,tengqm,kab,kubernetes/1.28cn/ops/deleteAutoscalingV2NamespacedHorizontalPodAutoscaler.yaml
4790,tengqm,kab,kubernetes/1.28cn/ops/listAutoscalingV2NamespacedHorizontalPodAutoscaler.yaml
4791,tengqm,kab,kubernetes/1.32/ops/deleteAutoscalingV2CollectionNamespacedHorizontalPodAutoscaler.yaml
4792,tengqm,kab,kubernetes/1.32/ops/readAutoscalingV1NamespacedHorizontalPodAutoscaler.yaml
4793,tengqm,kab,kubernetes/1.28cn/ops/replaceAutoscalingV2NamespacedHorizontalPodAutoscalerStatus.yaml
4796,terotuomala,k8s-vite-react-example,k8s/staging/kustomization.yaml
4797,terrestris,helm-charts,charts/shogun-client/templates/hpa.yaml
4799,tetratelabs,charts,charts/istio/1.21.2+tetrate5/gateways/istio-ingress/templates/autoscale.yaml
4800,tetratelabs,charts,charts/istio/1.21.5+tetrate1/gateways/istio-ingress/templates/autoscale.yaml
4801,tetratelabs,charts,charts/istio/1.16.7+tetrate3/gateways/istio-ingress/templates/autoscale.yaml
4802,tetratelabs,charts,charts/istio/1.20.3+tetrate4/gateways/istio-ingress/templates/autoscale.yaml
4803,tetratelabs,charts,charts/istio/1.20.8+tetrate3/gateways/istio-ingress/templates/autoscale.yaml
4804,tetratelabs,charts,charts/istio/1.17.8+tetrate4/gateways/istio-ingress/templates/autoscale.yaml
4805,tetratelabs,charts,charts/istio/1.19.10+tetrate6/gateways/istio-ingress/templates/autoscale.yaml
4806,tetratelabs,charts,charts/istio/1.21.6+tetrate2/istio-control/istio-discovery/templates/autoscale.yaml
4807,tetratelabs,charts,charts/istio/1.20.6+tetrate2/gateways/istio-ingress/templates/autoscale.yaml
4808,tetratelabs,charts,charts/istio/1.20.3+tetrate3/gateways/istio-ingress/templates/autoscale.yaml
4809,tetratelabs,charts,charts/istio/1.17.8+tetrate5/gateways/istio-ingress/templates/autoscale.yaml
4810,tetratelabs,charts,charts/istio/1.19.8+tetrate0/gateways/istio-ingress/templates/autoscale.yaml
4834,tferrari92,automate-all-the-things-transcendence,helm-charts/infra/jaeger/templates/collector-hpa.yaml
4842,theboarderline,helm-charts,charts/web-app/templates/hpa.yaml
4843,thecloudgarage,eks-anywhere,open-ocr/manifests/hpa-open-ocr-httpd.yaml
4844,thefron,hangul_ipsum,deploy/hangul-ipsum/templates/hpa.yaml
4848,thinktecture-labs,cloud-native-sample,charts/order-monitor-service/templates/hpa.yaml
4849,thinktecture-labs,cloud-native-sample,charts/shipping/templates/hpa.yaml
4852,thmatuza,ics-kubernetes,helm/app/templates/hpa.yaml
4853,thmatuza,ics-kubernetes,helm/audio/templates/hpa.yaml
4856,threefoldtech,rmb-rs,charts/rmb-relay/templates/hpa.yaml
4873,tidepool-org,development,charts/tidepool/charts/tools/templates/5-hpa.yaml
4874,tidepool-org,development,charts/tidepool/charts/auth/templates/5-hpa.yaml
4875,tidepool-org,development,charts/tidepool/charts/uploader/templates/5-hpa.yaml
4876,tidepool-org,development,charts/tidepool/charts/seagull/templates/5-hpa.yaml
4877,tidepool-org,development,charts/tidepool/charts/auth/templates/5-hpa.yaml
4878,tidepool-org,development,charts/tidepool/charts/mailer/templates/5-hpa.yaml
4879,tidepool-org,development,charts/tidepool/charts/seagull/templates/5-hpa.yaml
4880,tidepool-org,development,charts/tidepool/charts/uploader/templates/5-hpa.yaml
4900,toVersus,otel-demo,install/helm/otel-demo/templates/frontend/hpa.yaml
4901,tobialbertino,belajar-code,kubernetes/latihan1/hpa.yaml
4904,tomkukral,kubernetes-examples,app_v8/hpa-custom.yml
4915,torneseumprogramador,k8s-turma1-ibm,hpa-v1.yaml
4921,transcend-io,helm-charts,charts/sombra/charts/pathfinder/templates/hpa.yaml
4922,transloadit,uppy,packages/@uppy/companion/infra/kube/companion/companion-kube.yaml
4923,transloadit,uppy,packages/@uppy/companion/infra/kube/companion/companion-kube.yaml
4924,transloadit,uppy,packages/@uppy/companion/infra/kube/companion/companion-kube.yaml
4927,trevorbox,service-mesh-patterns,ossm-2.5/secure-ingressgateway/helm/golang-ex/templates/hpa.yaml
4928,trevorbox,service-mesh-patterns,ossm-2.4/secure-ingressgateway/helm/ubi8-util/templates/hpa.yaml
4929,trevorbox,service-mesh-patterns,ossm-2.5/secure-ingressgateway/helm/ubi8-util/templates/hpa.yaml
4930,trevorbox,service-mesh-patterns,ossm-2.3/secure-ingressgateway/helm/ubi8-util/templates/hpa.yaml
4931,trevorbox,service-mesh-patterns,ossm-2.4/secure-ingressgateway/helm/golang-ex/templates/hpa.yaml
4932,trevorbox,service-mesh-patterns,ossm-2.2/secure-ingressgateway/helm/ubi8-util/templates/hpa.yaml
4937,triton-inference-server,tutorials,Deployment/Kubernetes/TensorRT-LLM_Autoscaling_and_Load_Balancing/chart/templates/horizontal-pod-autoscaler.yaml
4942,tsuru,charts,charts/deploy-agent/templates/hpa.yaml
4943,tsuru,charts,charts/deploy-agent/templates/hpa.yaml
4944,ttauveron,k8s-big-data-experiments,spark-cluster-k8s/spark_autoscaling.yaml
4956,tv2-oss,bifrost-gateway-controller,blueprints/contour-istio/gatewayclassblueprint-contour-istio.yaml
4965,ubc,charts,hotcrp/templates/hpa.yaml
4968,uc-cdis,cloud-automation,kube/services/ambassador/ambassador-hpa.yaml
4969,uc-cdis,cloud-automation,kube/services/ambassador/ambassador-hpa.yaml
4970,uc-cdis,gen3-helm,helm/peregrine/templates/hpa.yaml
4971,uc-cdis,gen3-helm,helm/peregrine/templates/hpa.yaml
4972,uc-cdis,gen3-helm,helm/guppy/templates/hpa.yaml
4973,uc-cdis,gen3-helm,helm/guppy/templates/hpa.yaml
4981,undefinedhashtag,charts,charts/orion/templates/autoscaler.yaml
4996,unixfox,k8s,charts/n8n/templates/hpa.yaml
4997,unixfox,k8s,charts/searx/templates/hpa-filtron.yaml
4998,unixhot,opsany-paas,kubernetes/helm/opsany-paas/opsany-paas-openresty/templates/hpa.yaml
4999,unixhot,opsany-paas,kubernetes/helm/opsany-saas/opsany-saas-repo/templates/hpa.yaml
5000,unixhot,opsany-paas,kubernetes/helm/opsany-saas/opsany-saas-repo/templates/hpa.yaml
5001,unixhot,opsany-paas,kubernetes/helm/opsany-paas/charts/opsany-proxy/templates/hpa.yaml
5002,unixhot,opsany-paas,kubernetes/helm/opsany-saas/opsany-saas-code/templates/hpa.yaml
5004,urbaman,HomeLab,Kubernetes/Nextcloud/yamls/nextcloud-deploy.yaml
5005,urbaman,HomeLab,Kubernetes/Nextcloud/yamls/nextcloud-deploy.yaml
5006,urbaman,HomeLab,Kubernetes/Nextcloud/yamls/nextcloud-deploy.yaml
5009,utrains,kubernetes_rep,replica-services/nnwebserver-hpa.yml
5021,vanneback,istio-external-auth-demo,istio-1.12.1/manifests/charts/istio-control/istio-discovery/files/gen-istio.yaml
5024,vasu1124,introspect,kubernetes/introspect-autoscale.yaml
5025,vdaas,vald,charts/vald-readreplica/templates/hpa.yaml
5026,vectornguyen76,search-engine-system,helm_charts/elasticsearch/templates/coordinating/hpa.yaml
5027,veerashayyagari,oauth2-proxy-auth0,k8s/templates/hpa.yaml
5034,venomdrop-core,venomdrop,webapp/charts/venomdrop-webapp/templates/hpa.yaml
5036,vevsatechnologies,Install-Kubernetes-on-CentOs,hpa.yaml
5037,vexxhost,atmosphere,charts/loki/templates/querier/hpa.yaml
5043,vfarcic,gke-autopilot-demo,k8s.yaml
5046,vfarcic,what-devs-need-demo,helm/templates/hpa.yaml
5054,viadee,vPW,deployment/dev/helm/vpw-frontend-chart/templates/vpw-frontend-hpa.yaml
5056,videocursoscloud,K8sAWSUdemyVCC,kubernetes-102/hpa/hpa.yaml
5057,vigsachi,erlang,models/online_boutique/mem_autoscale/mem_autoscale_30.yaml
5058,vigsachi,erlang,models/hello_world/mem_autoscale/mem_autoscale_10.yaml
5068,viniciusfcf,gitops-examples,helm/dev/templates/hpa.yaml
5069,viniciusfcf,gitops-examples,plain-yaml/dev/hpa.yaml
5070,viniciusfcf,gitops-examples,kustomize/base/hpa.yaml
5077,visionhong,MLOps-DP,release_patterns/model_in_image_pattern/manifests/deployment.yaml
5082,vllm-project,production-stack,tutorials/assets/hpa-10.yaml
5085,vnc-biz,owncloud,templates/hpa.yaml
5088,voor,cluster-api-gitops,workload/knative/manifests/serving-core.yaml
5093,vszal,secure-cicd-maven,k8s/base/hpa.yaml
5098,wafflestudio,waffle-world,apps/snutt-prod/snutt-ev/snutt-ev.yaml
5102,wandb,helm-charts,charts/operator-wandb/charts/weave-trace/templates/deployment.yaml
5106,warp-contracts,warp-dre-node,helm/templates/hpa.yaml
5107,warroyo,tmc-tap-eks-guide,config/dev/kafka-consumer/delivery.yml
5110,wayfair-incubator,kdave,config/versions.yaml
5118,wenerme,charts,wener/charts/filebrowser/templates/hpa.yaml
5119,wenerme,charts,wener/charts/filebrowser/templates/hpa.yaml
5120,wenerme,charts,wener/charts/filebrowser/templates/hpa.yaml
5121,wenerme,kube-stub-cluster,charts/filebrowser/templates/hpa.yaml
5122,wenerme,kube-stub-cluster,charts/filebrowser/templates/hpa.yaml
5123,wescale,kubernetes-on-aws,iac/layer-services/traefik-admin/traefik-deploy.yaml
5130,wikibook,docker-kubernetes,ch08/ch08_3_2/hpa.yaml
5133,willbossle,LINUXtips-PICK,giropops-senhas-chart/templates/hpa.yaml
5135,willisc7,tanzu-secure-supply-chain,charts/spring-music/templates/hpa.yaml
5136,windwingwalker,tg-bot,helm/templates/hpa.yaml
5138,wiremind,wiremind-helm-charts,charts/druid/templates/indexer/hpa.yaml
5139,wiremind,wiremind-helm-charts,charts/druid/templates/indexer/hpa.yaml
5140,wiremind,wiremind-helm-charts,charts/remoulade/templates/workers.yaml
5141,wiremind,wiremind-helm-charts,charts/clamav/templates/hpa.yaml
5149,woolrab6,upgraded-pi,kubernetes/config/app.yaml
5150,workfloworchestrator,gnmic-cluster-chart,charts/gnmic/templates/hpa.yaml
5151,wrasdf,kube-test,templates/onboarding/hpa.yaml
5152,wso2,kubernetes-microgateway,helm/choreo-connect/templates/gateway-runtime-hpa.yaml
5155,wundergraph,cosmo,helm/cosmo/charts/controlplane/templates/hpa.yaml
5156,wundergraph,cosmo,helm/cosmo/charts/controlplane/templates/hpa.yaml
5157,wusted,kubernetes-install,24-hpa-all-metrics/04-hello-hpa-pods.yaml
5158,wutthichai46,-GitHub,tools/k8s/devops/helm-charts/tensorflow-serving/templates/hpa.yaml
5159,wutz,k8s-in-action,vm/logs/loki/charts/loki/templates/querier/hpa.yaml
5160,wutz,k8s-in-action,vm/logs/loki/charts/loki/templates/querier/hpa.yaml
5174,yagrxu,aws-solutions,eks-devops-demo/k8s-yaml/hpa.yaml
5185,ycdesu,spreaddog,charts/bbgo/templates/hpa.yaml
5199,yokawasa,aksworkshop,examples/captureorder-hpa.yaml
5200,yoskeoka,gihyo-docker-kuberbetes,ch08/ch08_3_2/hpa.yaml
5209,yurikrupnik,mussia33,apps/rust/salvo_app/k8s/overlays/prod/hpa.yaml
5213,zabbix,zabbix-docker,kubernetes.yaml
5214,zabbix,zabbix-docker,kubernetes.yaml
5219,zalando-incubator,kubernetes-on-aws,cluster/manifests/kubelet-summary-metrics/hpa.yaml
5223,zapier,kubechecks,charts/kubechecks/templates/hpa.yaml
5224,zapier,kubechecks,charts/kubechecks/templates/hpa.yaml
5231,zephinzer,cloudshell,deploy/cloudshell/templates/hpa.yaml
5232,zephinzer,cloudshell,deploy/cloudshell-k9s/templates/hpa.yaml
5236,zeus-fyi,olympus,helm/eth-indexer/templates/hpa.yaml
5238,zhaodangxue,Minik8s,controller/src/HPAController/test/hpa-example.yaml
5239,zhaodangxue,Minik8s,apiobjects/examples/pod/hpa-example.yaml
5244,zilliztech,milvus-operator,config/samples/hpa.yaml
5247,zjzjzjzj1874,best-practice-go-zero,task/task-k8s.yaml
5255,zuisong,vertx-server-push,k8s.yml
5256,zxcvbnius,k8s-30-day-sharing,Day25/demo-hpa/helloworld-hpa.yaml
